Outcome,Fighter,Fightee,Str,TD,Sub,Pass,Str2,TD2,Sub2,Pass2,Name,Date,Method,Misc,Rounds,Time,
win,Jose Aldo,Ricardo Lamas,62,41,2,1,2,0,4,0,UFC 169: Barao vs Faber 2,Feb. 01  2014,U-DEC,,5,05:00,
win,Jose Aldo,Chan Sung Jung,32,17,5,0,0,0,2,0,UFC 163: Aldo vs Jung,Aug. 03  2013,KO/TKO,Punches,4,02:00,
win,Jose Aldo,Frankie Edgar,76,60,0,2,0,0,0,0,UFC 156: Aldo vs Edgar,Feb. 02  2013,U-DEC,,5,05:00,
win,Jose Aldo,Chad Mendes,11,13,0,0,0,0,0,0,UFC 142: Aldo vs Mendes,Jan. 14  2012,KO/TKO,Knee,1,04:59,
win,Jose Aldo,Kenny Florian,51,40,0,1,0,0,2,0,UFC 136: Edgar vs Maynard 3,Oct. 08  2011,U-DEC,,5,05:00,
win,Jose Aldo,Mark Hominick,94,71,5,1,1,0,1,1,UFC 129: St-Pierre vs Shields,Apr. 30  2011,U-DEC,,5,05:00,
win,Jose Aldo,Manvel Gamburyan,25,8,0,0,0,0,0,0,WEC 51: Aldo vs. Gamburyan,Sep. 30  2010,KO/TKO,Punch,2,01:32,
win,Jose Aldo,Urijah Faber,77,20,0,0,0,0,4,0,WEC 48: Aldo vs. Faber,Apr. 24  2010,U-DEC,,5,05:00,
win,Jose Aldo,Mike Brown,38,18,1,0,0,0,2,0,WEC 44: Brown vs. Aldo,Nov. 18  2009,KO/TKO,Punches,2,01:20,
win,Jose Aldo,Cub Swanson,2,0,0,0,0,0,0,0,WEC 41: Brown vs. Faber 2,Jun. 07  2009,KO/TKO,Flying Knee,1,00:08,
win,Jose Aldo,Chris Mickle,16,5,0,0,0,0,0,0,WEC 39: Brown vs. Garcia,Mar. 01  2009,KO/TKO,Punches,1,01:39,
win,Jose Aldo,Rolando Perez,27,13,0,0,0,0,0,0,WEC 38: Varner vs. Cerrone,Jan. 25  2009,KO/TKO,Knee,1,04:15,
win,Jose Aldo,Jonathan Brookins,43,20,0,1,0,0,0,0,WEC 36: Faber vs. Brown,Nov. 05  2008,KO/TKO,Punch,3,00:45,
win,Jose Aldo,Alexandre Franca Nogueira,35,5,0,0,0,0,1,0,WEC 34: Faber vs. Pulver,Jun. 01  2008,KO/TKO,Elbows,2,03:22,
loss,JJ Aldrich,Maycee Barber,25,55,0,0,0,0,0,0,UFC Fight Night: Thompson vs. Pettis,Mar. 23  2019,KO/TKO,Punches,2,03:01,
win,JJ Aldrich,Polyana Viana,40,46,0,1,0,0,1,1,UFC 227: Dillashaw vs. Garbrandt 2,Aug. 04  2018,U-DEC,,3,05:00,
win,JJ Aldrich,Danielle Taylor,54,38,1,0,0,0,1,0,UFC Fight Night: Stephens vs. Choi,Jan. 14  2018,U-DEC,,3,05:00,
win,JJ Aldrich,Chanmi Jeon,98,92,0,0,0,0,0,0,UFC Fight Night: Lewis vs. Hunt,Jun. 10  2017,U-DEC,,3,05:00,
loss,JJ Aldrich,Juliana Lima,31,56,0,4,0,0,0,2,UFC Fight Night: Lewis vs. Abdurakhimov,Dec. 09  2016,U-DEC,,3,05:00,
loss,Jim Alers,Jason Knight,41,76,4,1,0,0,1,0,UFC Fight Night: Holm vs. Shevchenko,Jul. 23  2016,S-DEC,,3,05:00,
nc,Jim Alers,Cole Miller,25,28,0,0,0,0,0,0,UFC on FOX: Dos Anjos vs. Cowboy 2,Dec. 19  2015,CNC,,2,01:34,
loss,Jim Alers,Chas Skelly,33,42,1,0,1,0,1,0,UFC Fight Night: Henderson vs Thatch,Feb. 14  2015,KO/TKO,Punches,2,04:59,
win,Jim Alers,Alan Omer,36,58,2,1,0,0,0,1,UFC Fight Night: Minotauro vs Nelson,Apr. 11  2014,S-DEC,,3,05:00,
loss,John Alessio,Shane Roller,35,31,0,3,0,0,1,4,UFC 148: Silva vs Sonnen 2,Jul. 07  2012,U-DEC,,3,05:00,
loss,John Alessio,Mark Bocek,33,74,0,5,0,0,0,7,UFC 145: Jones vs Evans,Apr. 21  2012,U-DEC,,3,05:00,
loss,John Alessio,Andre Galvao,8,18,0,1,0,2,0,1,DREAM 8: Welterweight Grand Prix 2009 1st Round,Apr. 05  2009,SUB,Armbar,1,07:34,
loss,John Alessio,Brock Larson,1,6,0,1,1,0,0,1,WEC 33: Marshall vs. Stann,Mar. 26  2008,DQ,,1,01:50,
win,John Alessio,Todd Moore,42,24,4,1,3,0,5,0,WEC 31: Faber vs. Curran,Dec. 12  2007,U-DEC,,3,05:00,
win,John Alessio,Marcelo Brito,53,9,3,0,0,0,0,0,WEC 30: McCullough vs. Crunkilton,Sep. 05  2007,U-DEC,,3,05:00,
win,John Alessio,Alex Serdyukov,5,1,0,1,1,0,0,0,WEC 28: Faber vs. Farrar,Jun. 03  2007,SUB,Guillotine Choke,1,01:17,
loss,John Alessio,Carlos Condit,3,32,4,0,0,1,2,2,WEC 26: Condit vs. Alessio,Mar. 24  2007,SUB,Rear Naked Choke,2,04:59,
win,John Alessio,Brian Gassaway,8,1,1,0,2,0,3,0,WEC 25: McCullough vs. Cope,Jan. 20  2007,SUB,Rear Naked Choke,1,04:50,
loss,John Alessio,Thiago Alves,13,63,2,0,0,0,2,0,Ortiz vs Shamrock 3: The Final Chapter,Oct. 10  2006,U-DEC,,3,05:00,
win,John Alessio,Alex Serdyukov,0,0,0,0,0,0,0,0,WEC 23: Hot August Fights,Aug. 17  2006,SUB,Rear Naked Choke,3,01:52,
loss,John Alessio,Diego Sanchez,17,9,0,1,1,0,0,1,UFC 60: Hughes vs Gracie,May. 27  2006,U-DEC,,3,05:00,
loss,John Alessio,Pat Miletich,1,9,0,2,2,1,0,2,UFC 26: Ultimate Field Of Dreams,Jun. 09  2000,SUB,Armbar,2,01:43,
loss,Houston Alexander,Kevin Ferguson,43,27,0,4,0,1,0,5,The Ultimate Fighter: Heavyweights Finale,Dec. 05  2009,U-DEC,,3,05:00,
loss,Houston Alexander,Eric Schafer,12,24,0,1,0,2,0,2,UFC Fight Night: Diaz vs Neer,Sep. 17  2008,SUB,Arm Triangle,1,04:53,
loss,Houston Alexander,James Irvin,0,3,0,0,0,0,0,0,UFC Fight Night: Florian vs Lauzon,Apr. 02  2008,KO/TKO,Punches,1,00:08,
loss,Houston Alexander,Thiago Silva,2,22,1,1,0,0,0,2,UFC 78: Validation,Nov. 17  2007,KO/TKO,Punches,1,03:25,
win,Houston Alexander,Alessio Sakara,18,1,0,1,0,0,0,0,UFC 75: Champion vs Champion,Sep. 08  2007,KO/TKO,Knee,1,01:01,
win,Houston Alexander,Keith Jardine,17,5,0,0,0,0,0,0,UFC 71: Liddell vs Jackson,May. 26  2007,KO/TKO,Punch,1,00:48,
loss,Kenneth Alexander,Rob McCullough,14,35,4,1,0,0,2,0,WEC 34: Faber vs. Pulver,Jun. 01  2008,S-DEC,,3,05:00,
nc,Kenneth Alexander,Donald Cerrone,0,0,1,0,0,1,1,0,WEC 30: McCullough vs. Crunkilton,Sep. 05  2007,Overturned,,1,00:56,
loss,Marcio Alexandre Junior,Court McGee,23,58,0,2,1,0,0,0,UFC 194: Aldo vs McGregor,Dec. 12  2015,U-DEC,,3,05:00,
loss,Marcio Alexandre Junior,Tim Means,36,43,1,1,0,0,0,0,UFC Fight Night: Machida vs Dollaway,Dec. 20  2014,S-DEC,,3,05:00,
loss,Marcio Alexandre Junior,Warlley Alves,8,19,0,2,0,1,0,3,TUF Brazil Finale: Miocic vs Maldonado,May. 31  2014,SUB,Guillotine Choke,3,00:25,
loss,Olaf Alfonso,Alex Karalexis,5,48,0,3,0,0,0,7,WEC 25: McCullough vs. Cope,Jan. 20  2007,KO/TKO,,2,03:53,
loss,Olaf Alfonso,John Polakowski,0,0,0,0,0,0,0,0,WEC 24: Full Force,Oct. 12  2006,S-DEC,,3,05:00,
loss,Olaf Alfonso,Hayato Sakurai,4,6,0,0,0,0,0,0,PRIDE Bushido 11,Jun. 04  2006,KO/TKO,Punch,1,01:54,
loss,Olaf Alfonso,Gilbert Melendez,10,83,0,4,1,0,0,11,WEC 10: Bragging Rights,May. 21  2004,KO/TKO,Punches,3,04:54,
win,Pablo Alfonso,Marcos da Matta,0,0,0,0,0,0,0,0,Strikeforce - Miami,Jan. 30  2010,SUB,Armbar,1,01:47,
loss,Royce Alger,Eugene Jackson,11,21,2,0,0,1,2,0,UFC 21: Return of the Champions,Jul. 16  1999,KO/TKO,Punch,2,01:19,
loss,Royce Alger,Enson Inoue,3,0,0,0,0,1,1,0,UFC 13: The Ultimate Force,May. 30  1997,SUB,Armbar,1,01:36,
win,Sultan Aliev,Keita Nakamura,25,29,2,0,0,0,0,0,UFC Fight Night: Overeem vs. Oleinik,Apr. 20  2019,U-DEC,,3,05:00,
loss,Sultan Aliev,Warlley Alves,12,29,1,0,0,0,0,0,UFC 224: Nunes vs. Pennington,May. 12  2018,KO/TKO,,2,05:00,
win,Sultan Aliev,Bojan Velickovic,15,22,2,0,0,1,3,1,UFC Fight Night: VanZant vs. Waterson,Dec. 17  2016,S-DEC,,3,05:00,
loss,Sultan Aliev,Kenny Robertson,8,14,0,0,0,0,0,0,UFC Fight Night: Gustafsson vs Johnson,Jan. 24  2015,KO/TKO,Punch,1,02:42,
loss,George Allen,Keith Jardine,8,31,0,3,0,1,0,3,KOTC 24: Mayhem,Jun. 14  2003,U-DEC,,2,05:00,
win,Arnold Allen,Jordan Rinaldi,37,30,0,0,0,0,0,0,UFC Fight Night: Till vs. Masvidal,Mar. 16  2019,U-DEC,,3,05:00,
win,Arnold Allen,Mads Burnell,29,20,0,6,1,0,0,4,UFC Fight Night: Thompson vs. Till,May. 27  2018,SUB,Other - Choke,3,02:41,
win,Arnold Allen,Makwan Amirkhani,32,17,3,4,1,3,6,3,UFC Fight Night: Manuwa vs. Anderson,Mar. 18  2017,S-DEC,,3,05:00,
win,Arnold Allen,Yaotzin Meza,31,25,4,0,0,0,1,0,UFC Fight Night: Silva vs Bisping,Feb. 27  2016,U-DEC,,3,05:00,
win,Arnold Allen,Alan Omer,23,35,1,2,1,0,0,2,UFC Fight Night: Jedrzejczyk vs Penne,Jun. 20  2015,SUB,Guillotine Choke,3,01:41,
loss,Benny Alloway,Zak Cummings,6,5,0,2,0,1,0,2,UFC Fight Night: Condit vs Kampmann 2,Aug. 28  2013,SUB,D'Arce Choke,1,04:19,
loss,Benny Alloway,Ryan LaFlare,9,37,1,6,0,1,2,6,UFC on FUEL TV 9: Mousasi vs Latifi,Apr. 06  2013,U-DEC,,3,05:00,
win,Benny Alloway,Manuel Rodriguez,16,4,0,3,0,0,0,3,UFC on FX: Sotiropoulos vs Pearson,Dec. 14  2012,KO/TKO,Kick,1,04:57,
loss,Ricardo Almeida,Mike Pyle,48,36,1,1,0,1,0,0,UFC 128: Shogun vs Jones,Mar. 19  2011,U-DEC,,3,05:00,
win,Ricardo Almeida,TJ Grant,48,6,6,0,0,0,9,0,UFC 124: St-Pierre vs Koscheck 2,Dec. 11  2010,U-DEC,,3,05:00,
loss,Ricardo Almeida,Matt Hughes,10,2,0,0,0,1,0,0,UFC 117: Silva vs Sonnen,Aug. 07  2010,SUB,Arm Triangle,1,03:15,
win,Ricardo Almeida,Matt Brown,15,6,5,0,1,0,3,0,UFC 111: St-Pierre vs Hardy,Mar. 27  2010,SUB,Rear Naked Choke,2,03:30,
win,Ricardo Almeida,Kendall Grove,38,25,6,0,0,2,2,0,UFC 101: Declaration,Aug. 08  2009,U-DEC,,3,05:00,
win,Ricardo Almeida,Matt Horwich,41,25,9,0,1,3,3,0,UFC Fight Night: Condit vs Kampmann,Apr. 01  2009,U-DEC,,3,05:00,
loss,Ricardo Almeida,Patrick Cote,26,24,2,0,2,0,3,0,UFC 86: Jackson vs Griffin,Jul. 05  2008,S-DEC,,3,05:00,
win,Ricardo Almeida,Rob Yundt,4,2,1,0,1,0,0,0,UFC 81: Breaking Point,Feb. 02  2008,SUB,Guillotine Choke,1,01:08,
win,Ricardo Almeida,Ryo Chonan,20,14,3,0,1,1,14,0,PRIDE Bushido 3,May. 23  2004,U-DEC,,2,05:00,
loss,Ricardo Almeida,Andrei Semenov,12,5,1,0,5,0,0,0,UFC 35: Throwdown,Jan. 11  2002,KO/TKO,Punch,2,02:01,
win,Ricardo Almeida,Eugene Jackson,4,1,1,2,1,2,2,0,UFC 33: Victory in Vegas,Sep. 28  2001,SUB,Triangle Choke,1,04:06,
loss,Ricardo Almeida,Matt Lindland,9,22,0,5,0,0,0,1,UFC 31: Locked and Loaded,May. 04  2001,DQ,,3,04:21,
win,Ricardo Almeida,Akira Shoji,24,10,2,3,0,0,5,0,PRIDE 12: Cold Fury,Dec. 09  2000,U-DEC,,2,10:00,
loss,Magno Almeida,James Terry,0,0,0,0,0,0,0,0,Strikeforce Challengers 19,Sep. 23  2011,KO/TKO,,1,03:21,
loss,Magno Almeida,Conor Heun,25,39,0,3,5,0,1,2,Strikeforce - Overeem vs. Werdum,Jun. 18  2011,U-DEC,,3,05:00,
loss,Thomas Almeida,Rob Font,24,41,0,1,0,0,0,0,UFC 220: Miocic vs. Ngannou,Jan. 20  2018,KO/TKO,Kick,2,02:24,
loss,Thomas Almeida,Jimmie Rivera,72,70,0,2,0,0,0,0,UFC Fight Night: Weidman vs. Gastelum,Jul. 22  2017,U-DEC,,3,05:00,
win,Thomas Almeida,Albert Morales,41,18,0,1,0,0,0,1,UFC Fight Night: Bader vs. Nogueira,Nov. 19  2016,KO/TKO,Punches,2,01:37,
loss,Thomas Almeida,Cody Garbrandt,10,21,0,0,0,0,0,0,UFC Fight Night: Almeida vs Garbrandt,May. 29  2016,KO/TKO,Punches,1,02:53,
win,Thomas Almeida,Anthony Birchak,24,27,0,0,0,0,0,0,UFC Fight Night: Belfort vs Henderson,Nov. 07  2015,KO/TKO,Punches,1,04:24,
win,Thomas Almeida,Brad Pickett,24,20,0,0,0,0,0,0,UFC 189: Mendes vs McGregor,Jul. 11  2015,KO/TKO,Flying Knee,2,00:29,
win,Thomas Almeida,Yves Jabouin,31,20,0,1,0,0,0,0,UFC 186: Johnson vs Horiguchi,Apr. 25  2015,KO/TKO,Punches,1,04:18,
win,Thomas Almeida,Tim Gorman,120,67,0,2,0,0,0,1,UFC Fight Night 56: Shogun vs Saint Preux,Nov. 08  2014,U-DEC,,3,05:00,
loss,Ericka Almeida,Aisling Daly,19,59,1,2,0,0,2,2,UFC Fight Night: Holohan vs Smolka,Oct. 24  2015,U-DEC,,3,05:00,
loss,Ericka Almeida,Juliana Lima,13,41,0,3,0,0,0,0,UFC Fight Night: Condit vs Alves,May. 30  2015,U-DEC,,3,05:00,
win,Rico Altamirano,Alexander Trevino,0,0,0,0,0,0,0,0,Strikeforce Challengers 4,Nov. 06  2009,U-DEC,,3,05:00,
loss,Mike Altman,Cung Le,6,8,0,0,0,0,0,0,Strikeforce - Shamrock vs. Gracie,Mar. 10  2006,KO/TKO,Punch,1,03:51,
loss,Sean Alvarez,Wesley Correira,6,22,0,0,0,0,0,0,UFC 42: Sudden Impact,Apr. 25  2003,KO/TKO,Punches,2,01:46,
loss,Eddie Alvarez,Dustin Poirier,26,54,0,0,1,2,1,0,UFC Fight Night: Alvarez vs. Poirier 2,Jul. 28  2018,KO/TKO,Punches,2,04:05,
win,Eddie Alvarez,Justin Gaethje,155,122,1,0,0,0,0,0,UFC 218: Holloway vs. Aldo 2,Dec. 02  2017,KO/TKO,Knee,3,03:59,
nc,Eddie Alvarez,Dustin Poirier,44,73,1,0,0,2,0,0,UFC 211: Miocic vs. Dos Santos,May. 13  2017,CNC,,2,04:02,
loss,Eddie Alvarez,Conor McGregor,9,32,0,0,0,0,0,0,UFC 205: Alvarez vs McGregor,Nov. 12  2016,KO/TKO,Punches,2,03:04,
win,Eddie Alvarez,Rafael Dos Anjos,45,12,1,0,0,0,0,0,UFC Fight Night: Dos Anjos vs. Alvarez,Jul. 07  2016,KO/TKO,Punches,1,03:49,
win,Eddie Alvarez,Anthony Pettis,42,56,6,0,0,0,2,0,UFC Fight Night: Dillashaw vs Cruz,Jan. 17  2016,S-DEC,,3,05:00,
win,Eddie Alvarez,Gilbert Melendez,31,37,3,0,0,0,0,0,UFC 188: Velasquez vs Werdum,Jun. 13  2015,S-DEC,,3,05:00,
loss,Eddie Alvarez,Donald Cerrone,48,88,0,0,0,0,0,1,UFC 178: Johnson vs Cariaso,Sep. 27  2014,U-DEC,,3,05:00,
win,Eddie Alvarez,Katsunori Kikuno,20,14,2,0,3,2,3,0,DREAM 12,Oct. 25  2009,SUB,Arm Triangle,2,03:42,
loss,Eddie Alvarez,Shinya Aoki,2,1,1,0,0,2,0,0,Dynamite!! 2008,Dec. 31  2008,SUB,Heel Hook,1,01:32,
win,Eddie Alvarez,Tatsuya Kawajiri,46,28,0,0,0,0,0,2,DREAM 5: Lightweight Grand Prix 2008 Final Round,Jul. 21  2008,KO/TKO,Punches,1,07:35,
win,Eddie Alvarez,Joachim Hansen,48,40,7,1,0,5,3,0,DREAM 3: Lightweight Grand Prix 2008 2nd Round,May. 11  2008,U-DEC,,2,05:00,
win,Eddie Alvarez,Andre Amado,40,8,3,0,0,0,5,0,DREAM 1: Lightweight Grand Prix 2008 1st Round,Mar. 15  2008,KO/TKO,Punches,1,06:47,
loss,Joel Alvarez,Damir Ismagulov,38,64,0,0,0,0,0,0,UFC Fight Night: Blachowicz vs. Santos,Feb. 23  2019,U-DEC,,3,05:00,
win,Thiago Alves,Max Griffin,83,112,0,2,0,0,0,2,UFC Fight Night: Assuncao vs. Moraes 2,Feb. 02  2019,S-DEC,,3,05:00,
loss,Thiago Alves,Aleksei Kunchenko,56,44,0,1,0,0,0,0,UFC Fight Night: Hunt vs. Oleinik,Sep. 15  2018,U-DEC,,3,05:00,
loss,Thiago Alves,Curtis Millender,33,47,1,0,0,0,1,0,UFC Fight Night: Cerrone vs. Medeiros,Feb. 18  2018,KO/TKO,Knee,2,04:17,
win,Thiago Alves,Patrick Cote,79,44,1,0,0,0,3,0,UFC 210: Cormier vs. Johnson 2,Apr. 08  2017,U-DEC,,3,05:00,
loss,Thiago Alves,Jim Miller,36,28,0,4,0,1,0,5,UFC 205: Alvarez vs McGregor,Nov. 12  2016,U-DEC,,3,05:00,
loss,Thiago Alves,Carlos Condit,34,75,0,2,1,0,0,5,UFC Fight Night: Condit vs Alves,May. 30  2015,KO/TKO,,2,05:00,
win,Thiago Alves,Jordan Mein,23,37,0,0,0,0,0,0,UFC 183: Silva vs Diaz,Jan. 31  2015,KO/TKO,Kick,2,00:39,
win,Thiago Alves,Seth Baczynski,116,90,0,0,0,0,0,0,UFC on Fox: Werdum vs Browne,Apr. 19  2014,U-DEC,,3,05:00,
loss,Thiago Alves,Martin Kampmann,62,47,2,1,0,1,2,1,UFC on FX: Alves vs Kampmann,Mar. 02  2012,SUB,Guillotine Choke,3,04:12,
win,Thiago Alves,Papy Abedi,25,14,0,0,1,0,2,0,UFC 138: Leben vs Munoz,Nov. 05  2011,SUB,Rear Naked Choke,1,03:32,
loss,Thiago Alves,Rick Story,41,62,1,4,0,0,1,1,UFC 130: Rampage vs Hamill,May. 28  2011,U-DEC,,3,05:00,
win,Thiago Alves,John Howard,73,37,2,0,0,0,2,0,UFC 124: St-Pierre vs Koscheck 2,Dec. 11  2010,U-DEC,,3,05:00,
loss,Thiago Alves,Jon Fitch,22,29,0,9,0,0,1,4,UFC 117: Silva vs Sonnen,Aug. 07  2010,U-DEC,,3,05:00,
loss,Thiago Alves,Georges St-Pierre,30,59,0,10,0,1,0,13,UFC 100,Jul. 11  2009,U-DEC,,5,05:00,
win,Thiago Alves,Josh Koscheck,80,39,0,0,0,0,0,0,UFC 90: Silva vs Cote,Oct. 25  2008,U-DEC,,3,05:00,
win,Thiago Alves,Matt Hughes,10,9,1,1,0,0,1,3,UFC 85: Bedlam,Jun. 07  2008,KO/TKO,Flying Knee,2,01:02,
win,Thiago Alves,Karo Parisyan,17,10,0,1,0,0,0,1,UFC Fight Night: Florian vs Lauzon,Apr. 02  2008,KO/TKO,Knees,2,00:24,
win,Thiago Alves,Chris Lytle,39,42,0,1,0,0,0,0,UFC 78: Validation,Nov. 17  2007,KO/TKO,,2,05:00,
win,Thiago Alves,Kuniyoshi Hironaka,48,15,0,2,0,0,1,1,UFC Fight Night: Thomas vs Florian,Sep. 19  2007,KO/TKO,Knee,2,04:04,
win,Thiago Alves,Tony DeSouza,26,1,0,0,1,0,3,0,UFC 66: Liddell vs Ortiz 2,Dec. 30  2006,KO/TKO,Knee,2,01:10,
win,Thiago Alves,John Alessio,63,13,0,2,0,0,0,2,Ortiz vs Shamrock 3: The Final Chapter,Oct. 10  2006,U-DEC,,3,05:00,
loss,Thiago Alves,Jon Fitch,1,51,1,3,3,2,0,5,UFC Fight Night 5,Jun. 28  2006,KO/TKO,Kick,2,04:37,
win,Thiago Alves,Derrick Noble,11,18,0,0,0,0,0,0,UFC 59: Reality Check,Apr. 15  2006,KO/TKO,Punches,1,02:54,
win,Thiago Alves,Ansar Chalangov,8,2,1,0,0,2,2,1,UFC 56: Full Force,Nov. 19  2005,KO/TKO,Punches,1,02:25,
loss,Thiago Alves,Spencer Fisher,19,13,3,1,0,3,4,1,UFC Fight Night 2,Oct. 03  2005,SUB,Triangle Choke,2,04:43,
loss,Anthony Alves,Jesse Jones,0,0,0,0,0,0,0,0,Strikeforce - Young Guns 2,Feb. 01  2008,KO/TKO,,1,02:01,
loss,Amilcar Alves,Charlie Brenneman,10,26,0,3,0,0,0,9,UFC Fight Night: Fight for the Troops 2,Jan. 22  2011,U-DEC,,3,05:00,
loss,Amilcar Alves,Mike Pierce,4,31,0,4,0,2,0,4,UFC 118: Edgar vs Penn 2,Aug. 28  2010,SUB,Armbar,3,03:11,
loss,Warlley Alves,James Krause,28,59,1,0,0,0,0,0,UFC Fight Night: Gaethje vs. Vick,Aug. 25  2018,KO/TKO,Flying Knee,2,02:28,
win,Warlley Alves,Sultan Aliev,29,12,0,1,0,0,0,0,UFC 224: Nunes vs. Pennington,May. 12  2018,KO/TKO,,2,05:00,
win,Warlley Alves,Salim Touahri,38,35,2,0,0,0,0,0,UFC Fight Night: Cerrone vs. Till,Oct. 21  2017,U-DEC,,3,05:00,
loss,Warlley Alves,Kamaru Usman,25,71,0,1,1,1,0,2,UFC Fight Night: Bader vs. Nogueira,Nov. 19  2016,U-DEC,,3,05:00,
loss,Warlley Alves,Bryan Barberena,79,120,0,0,1,0,0,0,UFC 198: Werdum vs Miocic,May. 14  2016,U-DEC,,3,05:00,
win,Warlley Alves,Colby Covington,2,2,0,1,1,0,0,1,UFC 194: Aldo vs McGregor,Dec. 12  2015,SUB,Guillotine Choke,1,01:26,
win,Warlley Alves,Nordine Taleb,17,17,2,0,1,0,3,0,UFC 190: Rousey vs Correia,Aug. 01  2015,SUB,Guillotine Choke,2,04:11,
win,Warlley Alves,Alan Jouban,47,79,1,0,1,0,1,0,UFC Fight Night 56: Shogun vs Saint Preux,Nov. 08  2014,U-DEC,,3,05:00,
win,Warlley Alves,Marcio Alexandre Junior,19,8,2,0,1,0,3,0,TUF Brazil Finale: Miocic vs Maldonado,May. 31  2014,SUB,Guillotine Choke,3,00:25,
loss,Vinicius Moreira,Alonzo Menifield,11,33,0,0,0,0,0,0,UFC Fight Night: Cejudo vs. Dillashaw,Jan. 19  2019,KO/TKO,Punch,1,03:56,
loss,Sam Alvey,Jimmy Crute,3,14,0,0,0,0,0,0,UFC 234: Adesanya vs. Silva,Feb. 09  2019,KO/TKO,Punches,1,02:49,
loss,Sam Alvey,Rogerio Nogueira,34,26,0,0,0,0,0,0,UFC Fight Night: Marreta vs. Anders,Sep. 22  2018,KO/TKO,Punch,2,01:00,
win,Sam Alvey,Gian Villante,53,50,0,0,0,0,0,0,UFC Fight Night: Rivera vs. Moraes,Jun. 01  2018,S-DEC,,3,05:00,
win,Sam Alvey,Marcin Prachnio,10,15,1,0,0,0,1,0,UFC Fight Night: Emmett vs. Stephens,Feb. 24  2018,KO/TKO,Punch,1,04:23,
loss,Sam Alvey,Ramazan Emeev,29,38,0,1,0,0,0,0,UFC Fight Night: Cerrone vs. Till,Oct. 21  2017,U-DEC,,3,05:00,
win,Sam Alvey,Rashad Evans,40,17,0,2,0,0,0,0,UFC Fight Night: Pettis vs. Moreno,Aug. 05  2017,S-DEC,,3,05:00,
loss,Sam Alvey,Thales Leites,27,38,0,1,0,0,0,0,UFC Fight Night: Swanson vs. Lobov,Apr. 22  2017,U-DEC,,3,05:00,
win,Sam Alvey,Nate Marquardt,36,28,0,1,0,0,0,1,UFC Fight Night: Shevchenko vs. Pena,Jan. 28  2017,U-DEC,,3,05:00,
win,Sam Alvey,Alex Nicholson,63,82,0,0,0,0,0,0,UFC Fight Night: Dos Anjos vs. Ferguson,Nov. 05  2016,U-DEC,,3,05:00,
win,Sam Alvey,Kevin Casey,59,25,0,0,0,0,1,0,UFC Fight Night: Maia vs. Condit,Aug. 27  2016,KO/TKO,Punches,2,04:56,
win,Sam Alvey,Eric Spicely,8,7,0,0,1,0,0,0,UFC Fight Night: McDonald vs. Lineker,Jul. 13  2016,SUB,Guillotine Choke,1,02:43,
loss,Sam Alvey,Elias Theodorou,24,37,0,0,0,0,0,0,UFC Fight Night: MacDonald vs Thompson,Jun. 18  2016,U-DEC,,3,05:00,
loss,Sam Alvey,Derek Brunson,4,27,0,0,0,0,0,0,UFC Fight Night: Teixeira vs Saint Preux,Aug. 08  2015,KO/TKO,Punches,1,02:19,
win,Sam Alvey,Daniel Kelly,8,2,0,0,0,0,0,0,UFC Fight Night: Miocic vs Hunt,May. 09  2015,KO/TKO,Punch,1,00:49,
win,Sam Alvey,Cezar Ferreira,4,13,0,0,0,0,0,0,UFC Fight Night: Bigfoot vs Mir,Feb. 22  2015,KO/TKO,Punches,1,03:34,
win,Sam Alvey,Dylan Andrews,6,4,0,2,0,0,1,2,UFC Fight Night: Rockhold vs Bisping,Nov. 07  2014,KO/TKO,Punches,1,02:16,
loss,Sam Alvey,Tom Watson,82,85,0,0,0,0,0,0,UFC Fight Night: Bader vs Saint Preux,Aug. 16  2014,U-DEC,,3,05:00,
loss,Andre Amado,KJ Noons,48,89,0,0,0,0,0,0,DREAM 13,Mar. 22  2010,U-DEC,,2,05:00,
loss,Andre Amado,Katsunori Kikuno,2,22,0,1,0,0,0,2,DREAM 10: Welterweight Grand Prix 2009 Final Round,Jul. 20  2009,KO/TKO,Punches,1,03:47,
loss,Andre Amado,Eddie Alvarez,8,40,0,3,0,0,0,5,DREAM 1: Lightweight Grand Prix 2008 1st Round,Mar. 15  2008,KO/TKO,Punches,1,06:47,
win,Adlan Amagov,TJ Waldburger,15,4,0,0,0,0,0,0,UFC 166: Velasquez vs Dos Santos 3,Oct. 19  2013,KO/TKO,Punch,1,03:00,
win,Adlan Amagov,Chris Spang,38,5,6,0,0,0,1,0,UFC on FUEL TV 9: Mousasi vs Latifi,Apr. 06  2013,U-DEC,,3,05:00,
win,Adlan Amagov,Keith Berry,6,0,0,0,0,0,0,0,Strikeforce - Rousey vs Kaufman,Aug. 18  2012,KO/TKO,Punches,1,00:48,
loss,Adlan Amagov,Robbie Lawler,1,6,2,0,0,0,1,0,Strikeforce - Rockhold vs. Jardine,Jan. 07  2012,KO/TKO,Flying Knee,1,01:48,
win,Adlan Amagov,Anthony Smith,16,4,1,0,0,0,0,0,Strikeforce Challengers 20,Nov. 18  2011,KO/TKO,Punch,1,02:32,
win,Adlan Amagov,Ron Stallings,0,0,0,0,0,0,0,0,Strikeforce Challengers 17,Jul. 22  2011,S-DEC,,3,05:00,
win,Chris Amarante,Sean Bassett,0,0,0,0,0,0,0,0,Strikeforce - Revenge,Jun. 09  2006,SUB,Armbar,1,04:37,
