First,Last,Height,Weight,Reach,Stance,Birth,SLpM,Str. Acc., SApM,Str. Def.,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,Wins,Losses,Draws, Last_3_W, Last_3_L, W_Streak, L_Streak, KOs, Subs, UFC_Fights, Fight_Time,
Ali,Bagautinov,"5'4""",125lbs.,"65""",Orthodox,Jun10 1985,2.85,42,3.09,52,2.51,36,65,0.3,14,5,0,1,2,0,1,1,0,113.47,7,
Mehdi,Baghdad,"6'1""",155lbs.,"75""",Orthodox,Apr13 1985,3.13,30,4.56,46,0,0,33,0,11,4,0,0,2,0,2,0,1,19.5,2,
Siyar,Bahadurzada,"5'11""",170lbs.,"73""",Orthodox,Apr17 1984,2.91,40,3.23,49,1.32,61,62,0.3,24,8,1,1,2,0,2,3,1,90.72,8,
Shamar,Bailey,"5'9""",155lbs.,"75""",,Sep22 1982,1.56,20,3.91,69,1.5,33,37,0,12,5,0,1,2,0,2,1,0,64.87,5,
Jordan,Bailey,"5'9""",145lbs.,--,,--,1.74,40,0.29,0,4.35,100,0,4.3,6,3,0,0,0,0,0,0,0,0,0,
Scott,Baker,"6'0""",210lbs.,--,,--,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,6.68,1,
Bryan,Baker,"6'3""",185lbs.,--,Orthodox,Oct13 1985,1.78,52,2.83,45,0.44,50,37,0.9,16,3,0,2,1,0,1,1,0,34.25,3,
Oluwale,Bamgbose,"5'11""",185lbs.,"78""",Switch,Aug04 1987,2.45,48,2.7,55,0.94,33,37,0,6,4,0,0,3,0,3,4,0,31.87,5,
Stephen,Banaszak,"6'0""",145lbs.,--,,Dec07 1990,4.2,47,1.15,66,0,0,100,1.9,5,5,0,0,0,0,0,0,0,0,0,
Marcin,Bandel,"5'10""",155lbs.,"70""",Orthodox,Oct10 1989,0.79,50,5.26,23,0,0,0,0,13,4,0,0,2,0,2,2,0,7.6,2,
Humberto,Bandenay,"5'11""",145lbs.,"71""",Southpaw,Sep04 1994,2.22,41,4.79,41,2.9,46,62,0.5,14,7,0 (1 NC),0,3,0,3,2,0,31.08,4,
Tae Hyun,Bang,"5'9""",155lbs.,"71""",Switch,Apr15 1983,2.72,38,2.07,66,0.49,33,57,0.5,18,10,0,1,2,0,1,1,1,60.95,5,
Yohan,Banks,--,--,--,,--,0,0,0,0,0,0,0,0,2,1,0,2,0,2,0,1,0,13.32,2,
Antonio,Banuelos,"5'5""",135lbs.,"63""",Orthodox,Sep23 1979,2.71,33,3.3,58,1.38,58,85,0.4,19,7,1,2,1,1,0,3,0,167.15,14,
Renan,Barao,"5'6""",135lbs.,"70""",Orthodox,Jan31 1987,3.78,36,3.83,58,1.46,45,91,0.6,36,8,0 (1 NC),0,3,0,4,5,5,236.57,18,
Junior,Barata,"5'10""",170lbs.,--,Orthodox,Jan25 1982,4.03,33,8.46,34,0,0,0,0,8,3,1,0,1,0,1,1,0,2.48,1,
Maycee,Barber,"5'5""",125lbs.,"65""",Switch,May18 1998,8.03,63,4.03,47,1.54,30,100,0,7,0,0,2,0,2,0,2,0,15.03,3,
Bryan,Barberena,"6'0""",170lbs.,"72""",Southpaw,May03 1989,5.65,48,5,44,0.26,33,47,0.3,14,7,0,1,2,0,2,5,1,115.23,10,
Edson,Barboza,"5'11""",155lbs.,"75""",Orthodox,Jan21 1986,4.01,43,4.16,60,0.49,44,80,0.1,20,8,0,1,2,0,2,10,2,245.17,22,
Raoni,Barcelos,"5'7""",135lbs.,"67""",Orthodox,May01 1987,5.77,53,4.85,63,2.46,71,75,1,14,1,0,3,0,3,0,2,1,30.5,3,
Luke,Barnatt,"6'6""",185lbs.,"77""",Orthodox,Apr13 1988,4.43,36,3.87,59,0.63,42,63,0.4,8,3,0,0,3,0,3,1,1,71.6,6,
James,Barnes,"5'8""",145lbs.,--,,--,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,
Nick,Barnes,"5'11""",170lbs.,--,,--,2.86,29,8.93,51,5.36,100,100,5.4,11,2,0,0,0,0,0,0,0,0,0,
Josh,Barnett,"6'3""",250lbs.,"78""",Orthodox,Nov10 1977,3.2,50,2.11,57,1.26,55,55,1.4,35,8,0,2,1,1,0,10,13,258.85,29,
Chris,Barnhizer,--,--,--,,--,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,0,1,2.58,1,
David,Baron,"5'6""",155lbs.,--,Switch,Feb15 1973,1.17,30,2.1,56,0,0,14,0.7,17,3,1,0,2,0,2,0,2,20.48,2,
Phil,Baroni,"5'9""",170lbs.,"72""",Orthodox,Apr16 1976,2.77,45,3.93,40,1.46,47,60,0.5,14,15,0,0,3,0,6,8,3,169.55,20,
Dan,Barrera,"5'9""",170lbs.,--,Orthodox,Dec23 1980,0.8,70,1.2,28,1,8,0,0,3,1,0,0,1,0,1,0,0,15,1,
Carlos,Barreto,"6'4""",230lbs.,--,Orthodox,--,0,0,0,0,0,0,0,0,14,9,0,1,2,1,0,0,0,29,3,
Jose,Barreto,--,185lbs.,--,Southpaw,--,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1.1,1,
Peter,Barrett,"5'10""",155lbs.,"73""",Southpaw,Aug10 1986,7.27,72,5,33,4,25,0,0,8,2,0,0,0,0,0,0,0,0,0,
Marc-Andre,Barriault,"6'1""",185lbs.,"74""",Orthodox,Feb18 1990,3.6,52,3.73,57,0.5,25,80,0,11,3,0,0,2,0,2,0,0,30,2,
David,Barrios,"5'6""",145lbs.,--,,--,0,0,0,0,0,0,0,0,4,5,0,0,1,0,1,0,0,15,1,
Alexandre,Barros,"5'9""",170lbs.,--,Southpaw,Nov19 1976,0.98,40,4.05,36,1.84,50,100,0,18,8,0,0,1,0,1,1,0,8.15,1,
Ricardo,Barros,"6'1""",205lbs.,--,,Mar22 1976,0,0,8.22,31,0,0,100,0,2,2,0,0,1,0,1,1,0,2.43,1,
Francimar,Barroso,"6'1""",205lbs.,"75""",Orthodox,Feb28 1980,2.77,52,3.07,59,2.22,24,83,0,19,7,0 (1 NC),1,2,0,2,0,1,114.75,9,
Pat,Barry,"5'11""",235lbs.,"74""",Orthodox,Jul07 1979,2.72,52,3.54,59,0,0,76,0.2,8,7,0,1,2,0,2,8,3,69.15,12,
Enrique,Barzola,"5'7""",145lbs.,"70""",,Apr28 1989,3.77,41,2.93,69,5,47,80,0.2,17,4,1,2,1,1,0,0,0,120,8,
Stephen,Bass,"5'9""",145lbs.,--,,Nov14 1982,4.87,52,5.87,55,0,0,0,0,10,1,0,0,1,0,1,0,0,15,1,
Sean,Bassett,--,155lbs.,--,,--,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,2,1,22.6,3,
Ryan,Bastianelli,"5'5""",135lbs.,--,,--,0,0,0,0,0,0,0,0,5,2,0 (1 NC),1,0,1,0,0,0,13,1,
Shayna,Baszler,"5'7""",135lbs.,"67""",Orthodox,Aug08 1980,2.49,30,6.36,51,0.67,18,44,1.3,15,10,0,0,3,0,5,3,0,46.67,5,
Danaa,Batgerel,"5'7""",135lbs.,"70""",Orthodox,Jul04 1989,5.67,36,2.4,59,0,0,57,0,6,2,0,0,1,0,1,0,0,15,1,
Michel,Batista,"6'3""",260lbs.,--,,Apr20 1984,0,0,4.03,40,6.72,50,0,0,4,2,0 (1 NC),0,1,0,1,0,1,2.23,1,
Mario,Bautista,"5'9""",135lbs.,"69""",Switch,Jul01 1993,7.45,49,6.05,55,0.81,33,57,0,7,1,0,1,1,1,0,0,1,18.52,2,
Chris,Beal,"5'7""",125lbs.,"69""",Orthodox,Aug06 1985,3.45,35,3.18,61,1.6,58,78,0.2,10,3,0,0,3,0,3,1,1,65.5,5,
Rudy,Bears,"5'11""",170lbs.,--,Southpaw,--,1.27,29,2.53,50,0,0,0,0,13,11,0,0,1,0,1,0,1,2.87,1,
Salvador,Becerra,"5'9""",155lbs.,--,,--,4.57,31,3.83,58,0,0,66,0,5,2,0,0,0,0,0,0,0,0,0,
Ariel,Beck,"5'6""",125lbs.,"66""",,Sep16 1990,4.44,34,4.31,64,0,0,0,0,4,5,0,0,1,0,1,1,0,7.88,1,
Jeff,Bedard,"5'6""",145lbs.,--,Orthodox,Feb06 1970,0.8,51,0,100,3.43,66,100,2.6,13,3,0,1,1,0,1,0,1,17.5,2,
Eric,Bedard,"6'2""",239lbs.,--,,Sep11 1984,6.37,35,8.54,52,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,
Johnny,Bedford,"5'10""",135lbs.,"71""",Orthodox,Jan06 1983,4.53,50,1.75,63,1.83,62,62,0,19,13,1 (1 NC),0,2,0,3,3,2,41.05,6,
Chase,Beebe,"5'7""",135lbs.,"67""",Orthodox,Mar29 1985,2.17,38,1.64,69,2.49,42,41,0.9,19,8,1,0,3,0,5,2,2,75.33,7,
Lyle,Beerbohm,"5'10""",155lbs.,--,Southpaw,Feb05 1979,1.98,55,1.61,54,2.1,23,64,0.3,15,2,0,1,2,0,2,0,3,47.32,5,
Mirsad,Bektic,"5'8""",145lbs.,"70""",Orthodox,Feb16 1991,2.88,42,1.7,60,3.38,53,100,0.4,13,2,0,2,1,0,1,4,1,75.38,8,
Diana,Belbita,"5'7""",135lbs.,--,,--,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,1,
Alan,Belcher,"6'2""",185lbs.,"73""",Orthodox,Apr24 1984,2.7,41,3.1,59,0.44,26,55,0.9,17,7,0,1,2,0,2,6,4,137.63,15,
Vitor,Belfort,"6'0""",185lbs.,"74""",Southpaw,Apr01 1977,1.59,46,2.83,50,1.02,60,53,0.6,26,14,0 (1 NC),1,1,0,1,23,5,249.32,39,
Danilo,Belluardo,"6'0""",155lbs.,"74""",Southpaw,Jul21 1994,1.52,61,4.79,41,3.5,100,50,0,12,5,0,0,2,0,2,2,0,8.57,2,
Joey,Beltran,"6'1""",185lbs.,"75""",Orthodox,Dec08 1981,4.92,36,5.27,54,0.48,18,75,0,15,9,0 (1 NC),0,2,0,4,3,0,140.35,11,
Marco,Beltran,"5'8""",125lbs.,"69""",Orthodox,May18 1986,2.07,37,1.93,63,0.7,50,46,0.2,8,7,0,0,3,0,3,1,2,64.68,6,
Joseph,Benavidez,"5'4""",125lbs.,"65""",Southpaw,Jul31 1984,3.46,33,2.52,63,1.53,31,65,0.6,28,5,0,3,0,3,0,7,4,303.48,26,
Mike,Bencic,"6'0""",215lbs.,--,Orthodox,--,0,0,3.32,53,0,0,0,0,1,2,0,0,2,0,2,2,0,3.92,2,
Dave,Beneteau,"6'2""",250lbs.,--,Orthodox,--,0,0,0,0,0,0,0,0,6,5,1,1,2,1,0,2,3,15.77,6,
Karla,Benitez,"5'3""",113lbs.,--,,--,0,0,2.4,57,0,0,100,0,6,2,1 (1 NC),0,1,0,1,0,1,1.25,1,
Gabriel,Benitez,"5'8""",145lbs.,"71""",Southpaw,Jun15 1988,4.32,41,2.93,71,0.21,100,56,1.5,21,8,0,2,1,0,1,3,2,69.93,8,
Charles,Bennett,"5'8""",155lbs.,--,Orthodox,Nov23 1979,1.39,39,1.35,64,2.02,100,36,2,25,23,2,2,1,1,0,2,4,22.3,6,
Josh,Bennett,"6'4""",259lbs.,--,Orthodox,--,2.9,40,5.8,43,1.5,100,100,0,12,13,0,0,1,0,1,1,0,10,1,
DeAnna,Bennett,"5'4""",125lbs.,"68""",,Nov18 1984,3.13,58,3.27,58,0,0,0,1,8,3,1,0,0,0,0,0,0,15,1,
Lance,Benoist,"5'11""",170lbs.,"73""",Southpaw,Aug26 1988,3.68,51,2.7,56,1.5,33,61,0,7,2,0,1,2,1,0,0,0,60,4,
Joe,Benoit,"5'9""",170lbs.,--,Orthodox,Mar12 1982,0,0,0,100,0,0,0,0,11,4,0,0,1,0,1,0,1,0.48,1,
Ryan,Benoit,"5'5""",125lbs.,"68""",Orthodox,Aug25 1989,2.38,36,3.2,59,0.24,20,62,0.2,10,5,0,2,1,1,0,2,2,61.3,6,
Pat,Benson,"5'9""",155lbs.,--,,--,0,0,0,0,0,0,0,0,3,6,2,1,0,1,0,0,1,2.7,1,
Len,Bentley,"5'9""",155lbs.,--,,Nov30 1982,0,0,0,0,0,0,0,0,9,4,0,1,0,1,0,0,0,15,1,
Steve,Berger,"5'11""",170lbs.,--,Orthodox,May20 1973,1,27,3.26,36,0.84,40,16,1.7,21,22,2 (1 NC),0,2,0,3,1,0,35.9,4,
Kenneth,Bergh,"6'2""",205lbs.,"76""",Orthodox,Jun26 1989,4.56,75,1.27,28,0,0,0,0,6,0,0 (1 NC),0,0,0,0,0,0,0,0,
Bret,Bergmark,"5'9""",170lbs.,--,,Nov24 1973,2.78,52,2.78,37,4.17,100,50,4.2,6,1,1,1,1,1,0,0,1,18.6,2,
Keith,Berish,"6'0""",205lbs.,"73""",Orthodox,Nov14 1985,3.58,36,4.81,62,1.76,40,0,0,5,1,0 (1 NC),0,1,0,1,0,0,17.05,2,
Dennis,Bermudez,"5'6""",155lbs.,"66""",Orthodox,Dec13 1986,4.42,46,3.07,59,3.89,40,82,1.1,18,9,0,1,2,1,0,3,4,196.78,17,
Manny,Bermudez,"5'10""",135lbs.,"71""",Orthodox,Jul16 1994,2.21,57,2.74,48,2.81,50,0,3.4,14,1,0,2,1,0,1,0,3,26.68,5,
Talita,Bernardo,"5'4""",135lbs.,"68""",Orthodox,Mar04 1987,3.12,42,4.04,55,1.62,22,28,0.5,6,4,0,1,2,0,1,2,0,55.7,4,
Dave,Berry,--,--,--,,--,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1.55,1,
Keith,Berry,"6'1""",185lbs.,--,,Oct25 1987,0,0,7.5,45,0,0,0,0,10,9,1 (1 NC),0,3,0,4,2,1,26.7,4,
Dieusel,Berto,"5'9""",200lbs.,--,,--,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,5.95,1,
Edson,Berto,"5'6""",155lbs.,--,Orthodox,Jul05 1983,1.76,36,4.62,47,5.47,40,0,2.7,16,9,1,1,2,0,2,2,1,16.47,3,
Allen,Berube,"5'8""",155lbs.,--,Orthodox,Aug25 1974,0.92,80,0.92,33,6.87,100,0,3.4,4,3,0,0,1,0,1,0,1,4.37,1,
Anton,Berzin,"6'2""",205lbs.,--,Orthodox,Sep29 1989,4.4,46,6.8,67,2,28,0,1,5,1,0,0,0,0,0,0,0,0,0,
Scott,Bessac,"6'4""",245lbs.,--,,--,0,0,0,0,0,0,0,0,4,6,0,1,1,0,1,0,2,5.15,2,
Matt,Bessette,"5'10""",145lbs.,"70""",Orthodox,Dec28 1984,4.36,41,4.45,58,0.64,28,61,0.3,22,9,0 (1 NC),0,2,0,2,0,0,30,2,
Fernando,Bettega,--,170lbs.,--,,Mar10 1980,0,0,0,0,0,0,0,0,7,5,0,0,1,0,1,0,0,15,1,
Arjan,Bhullar,"6'1""",245lbs.,"75""",Orthodox,May13 1986,2.33,56,3.25,59,1.73,75,100,0,9,1,0,2,1,2,0,0,1,51.98,4,
Magomed,Bibulatov,"5'5""",125lbs.,"65""",Orthodox,Aug22 1988,3.6,51,1.83,52,2.85,40,75,0,14,2,0,1,2,0,2,1,0,31.63,3,
David,Bielkheden,"5'10""",155lbs.,"71""",Orthodox,Jun06 1979,1.11,57,1.64,54,2.65,63,14,0,16,9,0,1,2,0,1,1,1,34.67,4,
Jeremiah,Billington,"5'9""",205lbs.,--,Orthodox,Nov14 1977,1.6,62,7.06,35,0,0,50,0,11,2,0,0,1,0,1,1,0,3.12,1,
Scott,Bills,"5'10""",170lbs.,--,,--,0,0,0,0,0,0,0,0,8,9,1,0,0,0,0,0,0,0,0,
Anthony,Birchak,"5'8""",135lbs.,"69""",Orthodox,May16 1986,3.98,35,2.26,66,0.68,16,83,0,13,3,0,2,1,1,0,2,1,22.08,4,
Chris,Birchler,"6'3""",205lbs.,"79""",Switch,Jun05 1987,9.35,46,14.83,35,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,
Michael,Bisping,"6'1""",185lbs.,"75""",Orthodox,Feb28 1979,4.33,38,2.71,65,1.05,43,63,0.3,31,9,0,1,2,0,2,15,3,371.73,32,
Amaury,Bitetti,"5'9""",185lbs.,--,Orthodox,--,0,0,0,0,0,0,0,0,5,2,0,1,1,1,0,1,0,15.22,2,
Jan,Blachowicz,"6'2""",205lbs.,"78""",Orthodox,Feb24 1983,3.54,50,3.11,53,1.39,52,60,0.3,24,8,0,2,1,1,0,3,2,139.98,13,
Jason,Black,"5'8""",155lbs.,--,Orthodox,Jul15 1972,1.06,47,2.6,45,0.48,33,28,6.2,23,4,1,0,3,0,3,2,2,56.2,6,
Brad,Blackburn,"5'10""",170lbs.,"73""",Orthodox,May25 1977,4.55,35,3.59,65,0.93,50,76,0.7,18,13,1 (1 NC),1,2,0,2,2,0,64.62,5,
Jason,Blackford,--,--,--,,--,0,0,0,0,0,0,0,0,2,3,0,1,0,1,0,0,1,6.9,1,
Tom,Blackledge,--,205lbs.,--,,--,2.91,61,2.55,46,0,0,75,0,10,7,0,0,1,0,1,0,1,2.75,1,
Maximo,Blanco,"5'8""",145lbs.,"71""",Orthodox,Oct16 1983,4.11,44,3.19,66,1.85,36,63,0.3,12,8,1 (1 NC),1,2,0,2,1,3,89.03,10,
David,Blanco,"5'7""",145lbs.,--,,--,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
Curtis,Blaydes,"6'4""",265lbs.,"80""",Orthodox,Feb18 1991,3.69,51,1.9,55,7.05,60,25,0,12,2,0 (1 NC),2,1,2,0,6,0,95.72,10,
Arlene,Blencowe,"5'5""",145lbs.,--,,Apr11 1983,2.31,43,2.1,43,0,0,55,0.6,9,6,0,0,0,0,0,0,0,0,0,
Byron,Bloodworth,"5'8""",135lbs.,"69""",Orthodox,Aug16 1983,1.82,28,5.18,50,0,0,0,0,6,3,0,0,2,0,2,2,0,13.7,2,
Dashawn,Boatwright,"6'0""",205lbs.,--,Orthodox,Feb29 1988,0,0,52.5,12,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,
Dan,Bobish,"6'2""",345lbs.,--,Southpaw,Jan26 1970,2.06,44,1.74,34,2.44,42,0,1.6,17,9,0,0,3,0,3,3,2,17.23,5,
Mark,Bocek,"5'8""",155lbs.,"75""",Orthodox,Oct24 1981,2.34,43,2.32,60,3.65,36,31,1.3,12,5,0,2,1,1,0,1,5,148.08,13,
Kyle,Bochniak,"5'7""",145lbs.,"70""",Orthodox,Feb05 1987,2.6,32,4.73,58,1.17,18,62,0,8,4,0,1,2,0,2,0,0,90,7,
James,Bochnovic,"6'4""",205lbs.,"81""",Orthodox,Feb13 1989,0.65,26,3.64,21,0,0,0,0,8,3,0,0,2,0,2,1,1,12.37,2,
Jeremy,Boczulak,--,--,--,,--,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,6.9,1,
Tim,Boetsch,"6'0""",185lbs.,"74""",Orthodox,Jan28 1981,2.93,50,2.9,57,1.45,34,59,0.8,21,13,0,1,2,0,2,11,5,216.73,24,
Galore,Bofando,"5'11""",170lbs.,"72""",Switch,May22 1982,3.63,45,3.63,54,2.37,100,50,0,5,3,0,1,1,0,1,2,0,6.33,2,
Jay,Bogan,--,145lbs.,--,,--,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,
Derek,Bohi,"6'4""",260lbs.,--,,--,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,
Jerry,Bohlander,"5'11""",199lbs.,--,Orthodox,Feb12 1974,0,0,0,0,0,0,0,0,11,4,0,2,1,0,1,2,4,26.52,7,
Kotetsu,Boku,"5'9""",154lbs.,--,Orthodox,May27 1977,2.47,42,2.8,53,0,0,0,0,18,7,2,0,1,0,1,0,0,10,1,
Kyle,Bolt,"6'2""",185lbs.,--,,--,7.27,52,7.27,45,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,
Luc,Bondole,"6'2""",205lbs.,--,,--,3.35,51,2.04,62,0,0,0,1.8,5,2,2,0,0,0,0,0,0,0,0,
Tony,Bonello,"6'2""",185lbs.,--,,--,0.62,33,12.62,10,0,0,0,0,16,2,1 (1 NC),0,1,0,1,1,0,3.25,1,
Jesse,Bongfeldt,"6'0""",185lbs.,--,Orthodox,Aug28 1980,2.91,62,1.01,50,1.51,33,33,0,15,5,1,0,1,0,1,0,1,19.9,2,
Marcos,Bonilla,"5'10""",145lbs.,--,,--,0.47,12,0.47,94,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,
Stephan,Bonnar,"6'4""",205lbs.,"78""",Orthodox,Apr04 1977,2.76,38,3.01,52,1.32,40,60,1,17,8,0,2,1,0,1,5,2,177.73,16,
Rogerio,Bontorin,"5'5""",125lbs.,"67""",Orthodox,Apr25 1992,3.23,52,3.63,42,2.72,41,60,1.6,16,1,0 (1 NC),2,0,2,0,1,0,17.93,2,
Ray,Borg,"5'4""",135lbs.,"63""",Orthodox,Aug04 1993,1.26,49,1.8,46,3.66,50,46,1.2,12,4,0,1,2,1,0,0,3,143.47,10,
Igor,Borisov,"6'0""",235lbs.,--,Orthodox,--,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,2.1,1,
Tanner,Boser,"6'2""",255lbs.,"75""",Orthodox,Aug02 1991,0,0,0,0,0,0,0,0,16,5,1,0,0,0,0,0,0,0,1,
Steve,Bosse,"5'11""",205lbs.,"72""",Orthodox,Jul29 1981,5.99,52,5.38,50,0.92,33,100,0,12,2,0,2,1,2,0,2,0,16.35,3,
Marcus,Bossett,"6'1""",215lbs.,--,Orthodox,--,0,0,0,0,0,0,0,0,1,3,0,1,2,0,1,1,2,7.4,3,
Chris,Bostick,--,--,--,,--,0,0,0,0,0,0,0,0,6,3,0,1,0,1,0,0,1,2.43,1,
Poliana,Botelho,"5'8""",115lbs.,"67""",Orthodox,Dec15 1988,3.65,58,2.77,55,1.27,100,88,0,8,2,0,2,1,1,0,1,1,35.35,4,
Francois,Botha,"6'2""",260lbs.,--,Orthodox,Sep28 1968,0,0,1.05,77,0,0,0,0,0,1,0,0,1,0,1,0,1,1.9,1,
Gregory,Bouchelaghem,"6'2""",183lbs.,--,Switch,--,0.27,21,1.53,36,0,0,50,0,5,4,0,0,1,0,1,0,0,10,1,
Roy,Boughton,"6'0""",205lbs.,--,,--,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,
Rich,Bouphanouvong,"5'7""",170lbs.,--,,--,0,0,0,0,0,0,0,0,1,4,0,0,1,0,1,1,0,7.12,1,
Mike,Bourke,"6'0""",275lbs.,--,Orthodox,--,0,0,0,0,0,0,0,0,10,16,1 (1 NC),0,1,0,1,0,1,2.62,1,
Jess,Bouscal,--,155lbs.,--,,--,0,0,0,0,0,0,0,0,3,2,0,1,0,1,0,0,1,8,1,
Tai,Bowden,"5'11""",230lbs.,--,,--,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2,0,12.18,2,
Melton,Bowen,"6'0""",225lbs.,--,Orthodox,Jul16 1969,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4.78,1,
Brian,Bowles,"5'7""",135lbs.,"70""",Orthodox,Jun22 1980,2.36,26,2.98,64,1.39,70,54,1.4,10,3,0,1,2,0,2,4,5,75.28,10,
Roger,Bowling,"5'9""",155lbs.,"68""",Orthodox,Dec05 1982,3.9,47,3.86,51,3.09,43,27,0.9,11,5,0 (1 NC),0,2,0,3,6,0,89.22,10,
Blake,Bowman,"6'2""",170lbs.,--,,--,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,
Ashe,Bowman,"5'9""",155lbs.,--,,Nov17 1976,2.43,42,4.86,57,0,0,0,0,9,10,0,0,1,0,1,1,0,1.23,1,
Colley ,Bradford,"5'7""",145lbs.,--,,--,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
Kyle,Bradley,"5'9""",155lbs.,"71""",Orthodox,Aug19 1982,1.99,40,3.45,58,0.65,50,40,0,15,8,0 (1 NC),1,2,0,1,3,0,23.17,4,
Paul,Bradley,"5'9""",170lbs.,--,Orthodox,Jun13 1983,2.26,32,4.13,56,1.12,16,100,0,18,3,0 (1 NC),0,3,0,3,1,0,47.4,4,
Sean,Brady,"5'9""",170lbs.,--,,Nov23 1992,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,
Ebenezer Fontes,Braga,"6'0""",199lbs.,--,Orthodox,Apr14 1969,2.42,50,0.42,71,0,0,90,0.6,13,7,2,1,2,0,1,1,2,35.3,5,
Ramiz,Brahimaj,"5'10""",170lbs.,"73""",Orthodox,Nov17 1992,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,
Joe,Brammer,"5'8""",155lbs.,--,Orthodox,Aug23 1983,2.15,31,2.8,56,0.81,50,50,0,7,3,1,0,2,0,2,0,1,18.6,2,
David,Branch,"6'1""",185lbs.,"78""",Orthodox,Sep26 1981,1.66,39,1.91,56,2.55,32,43,0,22,6,0,1,2,0,2,4,2,82.37,9,
Diego,Brandao,"5'7""",145lbs.,"68""",Orthodox,May27 1987,2.94,47,3.38,62,3.21,68,80,0.6,24,11,0,2,1,0,1,4,3,79.37,10,
Michael,Bravo,--,155lbs.,--,,--,0,0,0,0,0,0,0,0,7,4,0,0,1,0,1,1,0,9.02,1,
Martin,Bravo,"5'8""",145lbs.,"71""",Southpaw,Sep21 1993,7.66,39,5.72,51,2.6,35,85,0,12,3,0,0,3,0,3,3,0,28.87,4,
Tom,Breese,"6'3""",185lbs.,"73""",Southpaw,Sep26 1991,3.85,49,2.57,65,0,0,72,0.3,11,1,0,2,1,1,0,3,0,43.13,5,
Chris,Brennan,"5'8""",170lbs.,--,Orthodox,Oct12 1971,0.6,40,0.97,50,0,0,25,2.1,19,13,1,1,2,0,2,1,4,42.43,7,
Charlie,Brenneman,"5'10""",155lbs.,"72""",Orthodox,Feb09 1981,1.52,56,1.55,46,4.23,42,72,0,19,8,0,0,3,0,5,4,3,85.13,11,
Robert,Breslin,"5'11""",155lbs.,--,,--,0,0,0,0,0,0,0,0,3,9,0,0,1,0,1,0,1,0.87,1,
Mack,Brewer,--,205lbs.,--,,--,0,0,6.67,36,0,0,0,0,0,1,0,0,1,0,1,1,0,1.05,1,
Marcos,Brigagao,"6'3""",205lbs.,"76""",Southpaw,Apr01 1996,3.07,43,3.27,25,0,0,36,0,11,1,0,0,0,0,0,0,0,0,0,
Jason,Brilz,"5'11""",205lbs.,"71""",Orthodox,Jul07 1975,2.66,40,1.78,65,2.37,25,25,1.3,18,5,1,0,3,0,3,3,0,69.52,7,
Marcus,Brimage,"5'4""",135lbs.,"71""",Southpaw,Apr06 1985,3.97,35,3.64,56,0.56,100,80,0,7,5,0,1,2,0,2,4,0,80.4,8,
Aaron,Brink,"6'3""",205lbs.,--,Orthodox,Nov12 1974,3.49,42,5.71,57,0,0,0,0,25,21,0 (1 NC),1,1,1,0,1,1,5.55,3,
Henry,Briones,"5'8""",135lbs.,"69""",,Oct22 1980,3.47,42,4.68,53,0,0,52,0.6,19,8,1,0,3,0,4,1,2,51.3,5,
Marcelo,Brito,"6'1""",170lbs.,--,Orthodox,Nov27 1977,0.6,20,3.53,55,0,0,50,0,8,5,0,0,1,0,1,0,0,15,1,
Antwain,Britt,"6'1""",205lbs.,"77""",,May09 1978,1.46,39,2.81,44,1.56,40,50,0,11,5,0,0,3,0,3,3,0,24.22,4,
Drew,Brokenshire,--,--,--,,--,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,
Mike,Bronzoulis,"6'0""",155lbs.,--,,Jan05 1979,1.13,34,2.54,37,0,0,33,0,13,3,1,1,1,1,0,1,0,26.5,2,
